1454655541,14947 ,1.3 ,26.0
1454655601,14947 ,1.3 ,26.0
1454655661,14947 ,1.3 ,26.0
1454655721,14947 ,1.3 ,26.0
1454655781,14947 ,1.3 ,26.0
1454655841,14947 ,1.3 ,26.0
1454655901,14947 ,1.3 ,26.0
1454655961,14947 ,1.3 ,26.0
1454656021,14947 ,1.3 ,26.0
1454656081,14947 ,1.3 ,26.0
1454656141,14947 ,1.3 ,26.0
1454656201,14947 ,1.3 ,26.0
1454656261,14947 ,1.3 ,26.0
1454656321,14947 ,1.3 ,26.0
1454656381,14947 ,1.3 ,26.0
1454656441,14947 ,1.3 ,26.0
1454656501,14947 ,1.3 ,26.0
1454656561,14947 ,1.3 ,26.0
1454656621,14947 ,1.3 ,26.0
1454656681,14947 ,1.3 ,26.0
1454656741,14947 ,1.3 ,26.0
1454656801,14947 ,1.3 ,26.0
1454656861,14947 ,1.3 ,26.0
1454656921,14947 ,1.3 ,26.0
1454656981,14947 ,1.3 ,26.0
1454657041,14947 ,1.3 ,26.0
1454657101,14947 ,1.3 ,26.0
1454657161,14947 ,1.3 ,26.0
1454657221,14947 ,1.3 ,26.0
1454657281,14947 ,1.3 ,26.0
1454657341,14947 ,1.3 ,26.0
1454657401,14947 ,1.3 ,26.0
1454657461,14947 ,1.3 ,26.0
1454657521,14947 ,1.3 ,26.0
1454657582,14947 ,1.3 ,26.0
1454657642,14947 ,1.3 ,26.0
1454657701,14947 ,1.3 ,26.0
1454657761,14947 ,1.3 ,26.0
1454657821,14947 ,1.3 ,26.0
1454657881,14947 ,1.3 ,26.0
1454657941,14947 ,1.3 ,26.0
1454658001,14947 ,1.3 ,26.0
1454658061,14947 ,1.3 ,26.0
1454658121,14947 ,1.3 ,26.0
1454658181,14947 ,1.3 ,26.0
1454658241,14947 ,1.3 ,26.0
1454658301,14947 ,1.3 ,26.0
1454658361,14947 ,1.3 ,26.0
1454658421,14947 ,1.3 ,26.0
1454658481,14947 ,1.3 ,26.0
1454658541,14947 ,1.3 ,26.0
1454658601,14947 ,1.3 ,26.0
1454658661,14947 ,1.3 ,26.0
1454658721,14947 ,1.3 ,26.0
1454658781,14947 ,1.3 ,26.0
1454658841,14947 ,1.3 ,26.0
1454658901,14947 ,1.3 ,26.0
1454658961,14947 ,1.3 ,26.0
1454659021,14947 ,1.3 ,26.0
1454659081,14947 ,1.3 ,26.0
1454659141,14947 ,1.3 ,26.0
1454659201,14947 ,1.3 ,26.0
1454659261,14947 ,1.3 ,26.0
1454659321,14947 ,1.3 ,26.0
1454659381,14947 ,1.3 ,26.0
1454659441,14947 ,1.3 ,26.0
1454659501,14947 ,1.3 ,26.0
1454659561,14947 ,1.3 ,26.0
1454659621,14947 ,1.3 ,26.0
1454659681,14947 ,1.3 ,26.0
1454659741,14947 ,1.2 ,26.0
1454659801,14947 ,1.2 ,26.0
1454659861,14947 ,1.2 ,26.0
1454659921,14947 ,1.2 ,26.0
1454659981,14947 ,1.2 ,26.0
1454660041,14947 ,1.2 ,26.0
1454660101,14947 ,1.2 ,26.0
1454660161,14947 ,1.2 ,26.0
1454660221,14947 ,1.2 ,26.0
1454660281,14947 ,1.2 ,26.0
1454660341,14947 ,1.2 ,26.0
1454660401,14947 ,1.2 ,26.0
1454660461,14947 ,1.2 ,26.0
,14947 ,1.2 ,26.0
14546605211454660581,14947 ,1.2 ,26.0
1454660641,14947 ,1.2 ,26.0
1454660701,14947 ,1.2 ,26.0
1454660761,14947 ,1.2 ,26.0
1454660821,14947 ,1.2 ,26.0
